filename,width,height,class,xmin,ymin,xmax,ymax
n02085782_1782.jpg,300,266,Japanese_spaniel,1,5,292,257
n02085782_1836.jpg,800,600,Japanese_spaniel,192,40,625,597
n02085782_1848.jpg,600,450,Japanese_spaniel,68,1,598,448
n02085782_1855.jpg,421,405,Japanese_spaniel,47,17,362,401
n02085782_186.jpg,250,333,Japanese_spaniel,10,25,196,280
n02085782_1890.jpg,180,180,Japanese_spaniel,18,14,157,171
n02085782_1929.jpg,300,225,Japanese_spaniel,71,2,192,223
n02085782_1949.jpg,288,232,Japanese_spaniel,15,30,253,223
n02085782_1964.jpg,640,558,Japanese_spaniel,4,33,561,545
n02085782_2.jpg,414,298,Japanese_spaniel,74,36,347,253
n02085782_2010.jpg,300,237,Japanese_spaniel,99,75,161,161
n02085782_2010.jpg,300,237,Japanese_spaniel,193,27,266,145
n02085782_2010.jpg,300,237,Japanese_spaniel,140,42,207,139
n02085782_2014.jpg,180,220,Japanese_spaniel,21,7,179,219
n02085782_2045.jpg,378,303,Japanese_spaniel,4,7,377,285
n02085782_2074.jpg,435,293,Japanese_spaniel,84,36,327,277
n02085782_2100.jpg,442,277,Japanese_spaniel,242,48,439,222
n02085782_2100.jpg,442,277,Japanese_spaniel,1,3,284,276
n02085782_2162.jpg,180,138,Japanese_spaniel,22,5,160,130
n02085782_2182.jpg,400,295,Japanese_spaniel,23,7,392,276
n02085782_2207.jpg,375,316,Japanese_spaniel,64,7,212,239
n02085782_2207.jpg,375,316,Japanese_spaniel,199,32,340,241
n02085782_2241.jpg,362,429,Japanese_spaniel,60,32,302,396
n02085782_2269.jpg,320,240,Japanese_spaniel,98,43,252,226
n02085782_2293.jpg,148,171,Japanese_spaniel,8,2,146,166
n02085782_23.jpg,320,379,Japanese_spaniel,73,24,255,255
n02085782_2323.jpg,200,150,Japanese_spaniel,13,24,185,131
n02085782_2345.jpg,500,421,Japanese_spaniel,2,28,460,419
n02085782_2354.jpg,600,449,Japanese_spaniel,16,1,350,346
n02085782_2428.jpg,600,800,Japanese_spaniel,18,22,586,798
n02085782_2491.jpg,386,291,Japanese_spaniel,51,15,342,281
n02085782_2549.jpg,350,369,Japanese_spaniel,30,11,328,367
n02085782_2584.jpg,600,449,Japanese_spaniel,0,57,582,447
n02085782_2635.jpg,640,480,Japanese_spaniel,0,51,414,416
n02085782_2635.jpg,640,480,Japanese_spaniel,304,201,638,478
n02085782_2640.jpg,400,266,Japanese_spaniel,22,21,381,253
n02085782_2655.jpg,385,391,Japanese_spaniel,11,8,376,384
n02085782_267.jpg,461,371,Japanese_spaniel,65,65,384,344
n02085782_2690.jpg,530,397,Japanese_spaniel,9,4,524,393
n02085782_2695.jpg,399,255,Japanese_spaniel,153,52,303,215
n02085782_2695.jpg,399,255,Japanese_spaniel,39,33,158,187
n02085782_2715.jpg,480,600,Japanese_spaniel,62,77,432,539
n02085782_2762.jpg,331,342,Japanese_spaniel,58,67,307,298
n02085782_2796.jpg,385,391,Japanese_spaniel,6,10,375,384
n02085782_28.jpg,375,283,Japanese_spaniel,22,7,322,261
n02085782_2874.jpg,373,373,Japanese_spaniel,67,54,283,329
n02085782_2914.jpg,600,448,Japanese_spaniel,197,196,450,389
n02085782_2914.jpg,600,448,Japanese_spaniel,190,90,301,166
n02085782_2914.jpg,600,448,Japanese_spaniel,273,57,438,189
n02085782_2922.jpg,200,200,Japanese_spaniel,7,7,196,193
n02085782_2939.jpg,600,449,Japanese_spaniel,177,7,598,270
n02085782_2978.jpg,476,331,Japanese_spaniel,74,11,252,283
n02085782_3019.jpg,240,184,Japanese_spaniel,57,55,122,178
n02085782_3021.jpg,600,467,Japanese_spaniel,2,18,567,464
n02085782_3030.jpg,640,713,Japanese_spaniel,103,76,563,582
n02085782_3031.jpg,150,170,Japanese_spaniel,5,34,114,144
n02085782_3052.jpg,432,365,Japanese_spaniel,42,28,378,347
n02085782_3065.jpg,150,132,Japanese_spaniel,1,1,149,131
n02085782_3071.jpg,180,148,Japanese_spaniel,87,15,162,147
n02085782_3071.jpg,180,148,Japanese_spaniel,0,8,92,115
n02085782_309.jpg,200,185,Japanese_spaniel,23,7,199,184
n02085782_3098.jpg,350,337,Japanese_spaniel,146,16,332,280
n02085782_3121.jpg,290,321,Japanese_spaniel,13,12,279,302
n02085782_313.jpg,400,341,Japanese_spaniel,39,16,381,340
n02085782_3148.jpg,600,801,Japanese_spaniel,101,131,597,798
n02085782_3158.jpg,817,429,Japanese_spaniel,9,11,334,421
n02085782_3158.jpg,817,429,Japanese_spaniel,385,76,804,371
n02085782_3215.jpg,300,271,Japanese_spaniel,24,43,283,216
n02085782_3325.jpg,600,449,Japanese_spaniel,65,4,538,446
n02085782_3331.jpg,275,297,Japanese_spaniel,39,69,220,246
n02085782_3354.jpg,350,469,Japanese_spaniel,15,91,319,394
n02085782_3400.jpg,200,183,Japanese_spaniel,0,0,197,179
n02085782_3420.jpg,210,210,Japanese_spaniel,0,27,209,181
n02085782_3499.jpg,240,240,Japanese_spaniel,41,40,209,218
n02085782_3516.jpg,410,281,Japanese_spaniel,190,69,380,279
n02085782_3516.jpg,410,281,Japanese_spaniel,22,29,219,205
n02085782_3578.jpg,375,500,Japanese_spaniel,1,63,335,332
n02085782_3720.jpg,567,452,Japanese_spaniel,36,28,542,409
n02085782_3727.jpg,426,284,Japanese_spaniel,49,25,272,250
n02085782_3744.jpg,398,550,Japanese_spaniel,22,117,370,522
n02085782_3781.jpg,600,449,Japanese_spaniel,71,97,598,434
n02085782_38.jpg,186,207,Japanese_spaniel,1,6,161,199
n02085782_381.jpg,350,303,Japanese_spaniel,16,28,329,296
n02085782_3810.jpg,287,350,Japanese_spaniel,8,1,286,349
n02085782_3855.jpg,460,447,Japanese_spaniel,32,20,327,395
n02085782_3870.jpg,196,260,Japanese_spaniel,8,1,195,259
n02085782_3889.jpg,450,390,Japanese_spaniel,58,10,429,374
n02085782_3896.jpg,200,200,Japanese_spaniel,0,1,183,199
n02085782_3899.jpg,200,200,Japanese_spaniel,0,29,199,193
n02085782_3979.jpg,717,600,Japanese_spaniel,207,178,672,508
n02085782_3990.jpg,218,207,Japanese_spaniel,23,20,205,197
n02085782_4269.jpg,200,150,Japanese_spaniel,27,22,154,133
n02085782_435.jpg,200,180,Japanese_spaniel,19,18,171,167
n02085782_4351.jpg,335,300,Japanese_spaniel,66,49,323,262
n02085782_4365.jpg,600,530,Japanese_spaniel,13,17,589,520
n02085782_440.jpg,250,250,Japanese_spaniel,0,37,220,249
n02085782_4436.jpg,598,701,Japanese_spaniel,70,7,596,699
n02085782_4458.jpg,341,282,Japanese_spaniel,66,36,282,238
n02085782_4511.jpg,640,480,Japanese_spaniel,68,33,559,428
n02085782_4564.jpg,200,168,Japanese_spaniel,26,24,199,166
n02085782_4574.jpg,200,150,Japanese_spaniel,57,20,176,120
n02085782_4579.jpg,500,375,Japanese_spaniel,176,78,392,288
n02085782_4590.jpg,375,500,Japanese_spaniel,50,133,280,447
n02085782_4616.jpg,435,328,Japanese_spaniel,121,63,339,244
n02085782_4772.jpg,600,449,Japanese_spaniel,0,101,564,377
n02085782_4780.jpg,232,300,Japanese_spaniel,30,80,168,266
n02085782_50.jpg,250,423,Japanese_spaniel,30,25,223,398
n02085782_518.jpg,120,120,Japanese_spaniel,0,0,119,119
n02085782_564.jpg,290,290,Japanese_spaniel,43,20,239,284
n02085782_572.jpg,600,800,Japanese_spaniel,166,232,528,750
n02085782_593.jpg,465,576,Japanese_spaniel,41,54,430,524
n02085782_626.jpg,150,150,Japanese_spaniel,1,0,149,149
n02085782_665.jpg,300,225,Japanese_spaniel,53,27,223,179
n02085782_676.jpg,275,371,Japanese_spaniel,35,29,237,330
n02085782_698.jpg,269,292,Japanese_spaniel,12,5,256,284
n02085782_725.jpg,600,449,Japanese_spaniel,180,76,551,386
n02085782_754.jpg,216,324,Japanese_spaniel,27,43,202,306
n02085782_80.jpg,350,278,Japanese_spaniel,1,25,349,221
n02085782_806.jpg,220,220,Japanese_spaniel,24,15,219,219
n02085782_810.jpg,218,178,Japanese_spaniel,8,8,217,177
n02085782_82.jpg,480,427,Japanese_spaniel,44,25,460,386
n02085782_845.jpg,200,309,Japanese_spaniel,17,116,197,270
n02085782_866.jpg,250,320,Japanese_spaniel,25,34,241,292
n02085782_874.jpg,277,232,Japanese_spaniel,31,22,276,231
n02085782_919.jpg,600,470,Japanese_spaniel,17,96,567,452
n02085782_935.jpg,180,156,Japanese_spaniel,8,30,91,155
n02085782_935.jpg,180,156,Japanese_spaniel,72,1,178,147
n02085782_940.jpg,600,618,Japanese_spaniel,41,150,598,616
n02085782_962.jpg,227,204,Japanese_spaniel,63,25,193,193
n02085936_10073.jpg,500,375,Maltese_dog,111,21,430,374
n02085936_10130.jpg,500,375,Maltese_dog,153,71,476,374
n02085936_10148.jpg,500,375,Maltese_dog,170,90,364,339
n02085936_10197.jpg,500,375,Maltese_dog,22,86,498,374
n02085936_10199.jpg,500,375,Maltese_dog,63,19,499,327
n02085936_10297.jpg,375,500,Maltese_dog,16,57,362,442
n02085936_10307.jpg,500,375,Maltese_dog,173,28,329,248
n02085936_10397.jpg,500,375,Maltese_dog,138,82,375,333
n02085936_10447.jpg,500,421,Maltese_dog,211,77,392,415
n02085936_10610.jpg,500,375,Maltese_dog,181,27,411,290
n02085936_10610.jpg,500,375,Maltese_dog,3,0,216,373
n02085936_10646.jpg,300,295,Maltese_dog,16,2,281,294
n02085936_10661.jpg,500,375,Maltese_dog,124,25,435,374
n02085936_10719.jpg,800,818,Maltese_dog,4,34,795,815
n02085936_11541.jpg,500,332,Maltese_dog,84,54,409,314
n02085936_1155.jpg,500,333,Maltese_dog,31,23,366,263
n02085936_11653.jpg,500,412,Maltese_dog,114,16,379,410
n02085936_11744.jpg,500,375,Maltese_dog,0,92,203,374
n02085936_1244.jpg,500,333,Maltese_dog,69,78,358,309
n02085936_1247.jpg,333,500,Maltese_dog,96,187,322,462
n02085936_1288.jpg,500,334,Maltese_dog,124,15,383,333
n02085936_13013.jpg,500,374,Maltese_dog,133,18,419,308
n02085936_1325.jpg,480,360,Maltese_dog,73,48,429,359
n02085936_13378.jpg,500,332,Maltese_dog,1,39,367,329
n02085936_137.jpg,250,250,Maltese_dog,16,21,238,217
n02085936_1390.jpg,500,333,Maltese_dog,19,0,424,332
n02085936_13944.jpg,322,385,Maltese_dog,1,192,161,345
n02085936_1424.jpg,500,375,Maltese_dog,172,68,307,251
n02085936_14432.jpg,374,500,Maltese_dog,36,95,307,398
n02085936_14595.jpg,500,375,Maltese_dog,0,47,463,299
n02085936_1515.jpg,500,384,Maltese_dog,12,14,485,370
n02085936_1549.jpg,460,306,Maltese_dog,118,0,415,285
n02085936_1556.jpg,500,333,Maltese_dog,79,26,325,332
n02085936_16014.jpg,500,333,Maltese_dog,203,59,461,332
n02085936_16190.jpg,417,500,Maltese_dog,70,142,328,406
n02085936_16331.jpg,500,375,Maltese_dog,24,28,457,344
n02085936_16355.jpg,500,375,Maltese_dog,202,77,320,222
n02085936_16565.jpg,332,500,Maltese_dog,35,215,171,448
n02085936_16565.jpg,332,500,Maltese_dog,156,161,283,421
n02085936_16998.jpg,500,338,Maltese_dog,146,0,364,336
n02085936_17059.jpg,500,375,Maltese_dog,27,0,498,373
n02085936_17631.jpg,500,375,Maltese_dog,141,30,414,337
n02085936_1799.jpg,333,500,Maltese_dog,47,47,330,498
n02085936_17990.jpg,500,375,Maltese_dog,109,94,332,284
n02085936_18114.jpg,500,375,Maltese_dog,211,111,498,374
n02085936_18114.jpg,500,375,Maltese_dog,129,47,273,344
n02085936_18640.jpg,500,335,Maltese_dog,152,43,499,334
n02085936_19133.jpg,375,500,Maltese_dog,96,2,278,297
n02085936_19558.jpg,375,500,Maltese_dog,95,95,305,440
n02085936_19731.jpg,500,375,Maltese_dog,212,53,446,325
n02085936_19805.jpg,375,500,Maltese_dog,0,1,373,497
n02085936_20102.jpg,500,426,Maltese_dog,91,12,428,295
n02085936_2020.jpg,500,301,Maltese_dog,279,65,466,271
n02085936_2020.jpg,500,301,Maltese_dog,23,84,184,275
n02085936_20313.jpg,500,375,Maltese_dog,4,40,406,374
n02085936_20610.jpg,333,500,Maltese_dog,67,111,284,433
n02085936_21320.jpg,500,375,Maltese_dog,0,40,494,374
n02085936_2135.jpg,500,400,Maltese_dog,205,137,302,276
n02085936_2154.jpg,299,395,Maltese_dog,42,72,258,387
n02085936_22127.jpg,500,500,Maltese_dog,6,31,423,498
n02085936_22167.jpg,500,375,Maltese_dog,203,11,496,372
n02085936_22439.jpg,500,375,Maltese_dog,11,61,385,317
n02085936_22666.jpg,500,399,Maltese_dog,45,161,217,392
n02085936_2318.jpg,500,375,Maltese_dog,108,92,310,374
n02085936_233.jpg,375,500,Maltese_dog,22,31,273,472
n02085936_2422.jpg,500,375,Maltese_dog,72,45,466,298
n02085936_2458.jpg,500,375,Maltese_dog,5,25,481,356
n02085936_2465.jpg,358,500,Maltese_dog,47,22,309,436
n02085936_2536.jpg,500,333,Maltese_dog,140,0,375,283
n02085936_2543.jpg,500,500,Maltese_dog,83,105,380,391
n02085936_2573.jpg,500,406,Maltese_dog,34,37,487,358
n02085936_25908.jpg,400,300,Maltese_dog,209,0,399,298
n02085936_2627.jpg,320,246,Maltese_dog,28,13,302,232
n02085936_2636.jpg,500,336,Maltese_dog,100,71,434,261
n02085936_2693.jpg,375,500,Maltese_dog,0,127,331,498
n02085936_2760.jpg,350,262,Maltese_dog,161,86,267,208
n02085936_2760.jpg,350,262,Maltese_dog,42,59,168,204
n02085936_2832.jpg,500,375,Maltese_dog,85,105,398,289
n02085936_2889.jpg,500,375,Maltese_dog,48,70,227,276
n02085936_2889.jpg,500,375,Maltese_dog,181,90,431,345
n02085936_2905.jpg,333,500,Maltese_dog,56,21,309,471
n02085936_2927.jpg,500,375,Maltese_dog,128,101,397,292
n02085936_296.jpg,500,375,Maltese_dog,167,156,407,366
n02085936_2999.jpg,321,333,Maltese_dog,17,152,188,332
n02085936_3000.jpg,500,375,Maltese_dog,142,121,499,329
n02085936_3108.jpg,500,375,Maltese_dog,216,212,346,353
n02085936_3207.jpg,375,500,Maltese_dog,38,47,371,376
n02085936_3217.jpg,500,333,Maltese_dog,106,51,382,332
n02085936_3239.jpg,500,409,Maltese_dog,103,94,445,395
n02085936_3313.jpg,299,396,Maltese_dog,21,10,249,371
n02085936_3315.jpg,500,375,Maltese_dog,38,45,493,374
n02085936_3326.jpg,500,375,Maltese_dog,178,13,373,317
n02085936_338.jpg,500,375,Maltese_dog,163,133,335,304
n02085936_3391.jpg,500,375,Maltese_dog,166,52,400,286
n02085936_3394.jpg,500,375,Maltese_dog,0,7,315,311
n02085936_3396.jpg,500,332,Maltese_dog,95,21,410,328
n02085936_3451.jpg,455,500,Maltese_dog,35,35,436,498
n02085936_3470.jpg,500,333,Maltese_dog,129,8,353,249
n02085936_352.jpg,500,375,Maltese_dog,143,82,328,331
n02085936_3698.jpg,480,360,Maltese_dog,148,1,479,359
n02085936_37.jpg,500,375,Maltese_dog,148,13,402,336
n02085936_3863.jpg,500,375,Maltese_dog,257,136,465,374
n02085936_3863.jpg,500,375,Maltese_dog,32,146,272,374
n02085936_3947.jpg,500,375,Maltese_dog,0,26,332,340
n02085936_3994.jpg,441,500,Maltese_dog,7,26,420,488
n02085936_4004.jpg,400,500,Maltese_dog,11,25,396,498
n02085936_4188.jpg,500,322,Maltese_dog,21,2,374,321
n02085936_4192.jpg,500,375,Maltese_dog,179,2,386,311
n02085936_420.jpg,500,375,Maltese_dog,0,53,499,374
n02085936_4245.jpg,500,500,Maltese_dog,95,16,381,470
n02085936_4257.jpg,500,375,Maltese_dog,0,80,463,326
n02085936_426.jpg,500,375,Maltese_dog,122,69,499,374
n02085936_4318.jpg,500,333,Maltese_dog,122,16,465,314
n02085936_4343.jpg,500,375,Maltese_dog,92,7,498,347
n02085936_4396.jpg,500,375,Maltese_dog,0,1,413,374
n02085936_4474.jpg,500,375,Maltese_dog,103,50,372,361
n02085936_4480.jpg,322,457,Maltese_dog,96,110,299,404
n02085936_4490.jpg,333,500,Maltese_dog,52,78,329,447
n02085936_4506.jpg,500,333,Maltese_dog,164,30,362,332
n02085936_4608.jpg,333,500,Maltese_dog,0,80,331,498
n02085936_461.jpg,448,335,Maltese_dog,0,14,447,334
n02085936_4713.jpg,500,333,Maltese_dog,156,37,348,332
n02085936_4781.jpg,500,333,Maltese_dog,82,0,374,287
n02085936_4797.jpg,300,299,Maltese_dog,60,27,232,235
n02085936_4894.jpg,320,240,Maltese_dog,133,37,311,239
n02085936_4897.jpg,468,490,Maltese_dog,188,283,393,488
n02085936_4916.jpg,480,500,Maltese_dog,30,43,445,436
n02085936_4924.jpg,500,375,Maltese_dog,0,0,425,374
n02085936_4929.jpg,500,375,Maltese_dog,0,48,453,345
n02085936_500.jpg,500,333,Maltese_dog,15,36,379,332
n02085936_5023.jpg,500,375,Maltese_dog,145,0,458,374
n02085936_5067.jpg,360,306,Maltese_dog,191,162,349,298
n02085936_5103.jpg,500,332,Maltese_dog,167,18,319,315
n02085936_5107.jpg,448,336,Maltese_dog,109,2,447,335
n02085936_517.jpg,500,375,Maltese_dog,73,13,402,374
n02085936_5404.jpg,485,500,Maltese_dog,40,33,433,496
n02085936_5435.jpg,500,375,Maltese_dog,2,28,499,374
n02085936_544.jpg,500,375,Maltese_dog,172,94,327,306
n02085936_5459.jpg,500,375,Maltese_dog,129,5,422,373
n02085936_5466.jpg,500,375,Maltese_dog,149,85,307,341
n02085936_548.jpg,300,337,Maltese_dog,0,12,299,329
n02085936_5488.jpg,216,192,Maltese_dog,17,53,194,138
n02085936_5545.jpg,500,375,Maltese_dog,150,30,379,325
